codigo,descricao,salario_medio_atual,modelo_vencedor,score,previsao_5,previsao_10,previsao_15,previsao_20,tendencia_salarial,tendencia_mercado
20205,Capitao da Policia Militar,2071.61,ARIMA,0.7327,2145.9555225481163,2334.3982171380217,2429.525876632664,2395.709396254068,Decrescente,NOVA TENDÊNCIA
20305,Primeiro Tenente de Policia Militar,1848.99,Holt-Winters,1.087,1946.7923422223896,2128.1376534728843,2283.638834735189,2485.1389195052157,Crescente,VARIAÇÃO INTENSA
20310,Segundo Tenente de Policia Militar,1796.43,ARIMA,1.0311,1911.699053798307,1897.2266292182185,2104.5758107222614,2000.0418456243096,Crescente,IMPREVISÍVEL
21105,Subtenente da Policia Militar,1917.54,Prophet,1.1894,1991.793656379334,2217.000880179385,2125.231165093414,2416.6355415671624,Oscilante,MERCADO INCERTO
21110,Sargento da Policia Militar,1770.25,ARIMA,0.7887,1825.6122767183174,1941.5049155872948,1926.5614774380124,2009.5209754068603,Crescente,ALTA NOS ÚLTIMOS MESES
21205,Cabo da Policia Militar,1665.43,Linear,0.5668,1735.1094030965594,1870.0543319508915,1832.1730312780676,1994.80242760538,Oscilante,MERCADO ESTÁVEL
21210,Soldado da Policia Militar,2033.62,XGBoost,0.5372,2111.535563156421,2326.8013258117094,2197.915216809242,2647.9039332478105,Decrescente,CRESCIMENTO FORTE
30105,Coronel Bombeiro Militar,2030.13,Prophet,0.5957,2137.563549636624,2349.8894170591893,2492.1962104865643,2280.0810907039827,Decrescente,CRESCIMENTO LEVE
30110,Major Bombeiro Militar,1987.07,ARIMA,0.8816,2080.880442951014,2125.411752094581,2277.549951088376,2432.811611569554,Oscilante,CRESCIMENTO VOLÁTIL
30115,Tenente-Coronel Bombeiro Militar,1866.42,Linear,0.5147,1918.094003965595,2044.6556535545535,2232.9204586699097,2243.2750392477847,Crescente,MERCADO ESTÁVEL
30205,Capitao Bombeiro Militar,1866.25,Fallback,1.0727,1943.067910465269,2061.347948930263,2273.566225267375,2476.7208653109883,Decrescente,CRESCIMENTO LEVE
30305,Tenente do Corpo de Bombeiros Militar,2093.68,ARIMA,0.8327,2245.2895678958917,2410.15023722973,2276.0343589826766,2514.6510666651507,Decrescente,MERCADO INCERTO
31105,Subtenente Bombeiro Militar,1864.97,Fallback,0.621,1982.988015199966,2120.502265992366,2052.9042688901122,2195.41401981208,Oscilante,RETRAÇÃO LEVE
31110,Sargento Bombeiro Militar,1781.82,ARIMA,0.7105,1905.595583877217,2011.3484022554544,2153.30520676393,2291.1881775863576,Crescente,MERCADO ESTÁVEL
31205,Cabo Bombeiro Militar,1908.1,XGBoost,1.0435,1982.8905465164453,2074.8985735555098,2193.5614809653994,2134.938730712385,Oscilante,MERCADO ESTÁVEL
31210,Soldado Bombeiro Militar,1620.0,Holt-Winters,0.6137,1686.3361685694756,1853.9196881319035,1811.7169941322727,1888.5680318076006,Decrescente,MERCADO INCERTO
111105,Senador,1963.72,Fallback,0.8621,2082.2656500125718,2259.9248781746483,2437.6531808297023,2603.8700103754195,Oscilante,RETRAÇÃO LEVE
111110,Deputado Federal,2066.8,Prophet,0.5128,2124.772342188658,2339.4456077743635,2575.264321829124,2288.1602310654634,Crescente,ALTA NOS ÚLTIMOS MESES
111115,Deputado Estadual e Distrital,1780.18,Holt-Winters,0.6108,1905.8468186495236,2045.4104990428461,2074.463590314464,2262.2884037433832,Crescente,MERCADO INCERTO
111120,Vereador,1946.35,XGBoost,1.1796,2009.3805648974205,2065.1610414674683,2403.5078755533877,2490.261387131505,Crescente,CRESCIMENTO VOLÁTIL
111205,Presidente da Republica,1718.7,XGBoost,0.6454,1817.7524750540751,1893.4481626075815,2032.4830301102354,2197.6565579029298,Oscilante,CRESCIMENTO VOLÁTIL
111210,Vice-Presidente da Republica,1845.45,Fallback,0.791,1929.5820336231648,2006.1129940214612,2251.663703783504,2246.7516305864224,Oscilante,CRESCIMENTO VOLÁTIL
111215,Ministro de Estado,2084.32,Prophet,0.6902,2178.0146875401206,2210.696106064065,2506.136406530939,2532.40485101331,Oscilante,RETRAÇÃO LEVE
111220,Secretario - Executivo,1646.93,Linear,0.5295,1743.7492218624263,1890.9574325662838,1984.9413218944521,1825.9998788965147,Crescente,ALTA NOS ÚLTIMOS MESES
111225,Membro Superior do Poder Executivo,1756.47,Holt-Winters,0.5081,1882.1841481982894,1905.527818689134,1977.6071969454886,2352.1751912958644,Crescente,MUDANÇA RÁPIDA
111230,Governador de Estado,2054.64,Holt-Winters,0.8405,2124.256152071197,2259.417835116406,2395.149697661528,2339.688921176244,Crescente,MERCADO INCERTO
111235,Governador do Distrito Federal,1788.06,Fallback,0.8212,1918.496171521167,1976.2761666760882,2180.5811710726616,2301.3008804894444,Decrescente,CRESCIMENTO LEVE
111240,Vice-Governador de Estado,1676.66,XGBoost,0.6846,1731.472994991591,1844.1061096680971,2082.9694118726024,2199.193215916727,Oscilante,CRESCIMENTO VOLÁTIL
111245,Vice-Governador do Distrito Federal,1641.34,Prophet,0.541,1683.4183624537247,1793.519464521289,1839.8395443913976,1814.6769727040835,Oscilante,IMPREVISÍVEL
111250,Prefeito,1919.98,ARIMA,0.968,2060.2732683480735,2063.7163402286947,2104.796108855492,2260.667210012203,Crescente,NOVA TENDÊNCIA
111255,Vice-Prefeito,1835.64,XGBoost,0.5996,1942.1525834091294,2081.5328054528077,2241.410239549791,2122.9877267428474,Oscilante,VARIAÇÃO INTENSA
111305,Ministro do Supremo Tribunal Federal,2046.17,Prophet,1.0495,2189.2599491873143,2167.9188015040754,2245.086361107817,2534.301090262219,Oscilante,CRESCIMENTO FORTE
111310,Ministro do Superior Tribunal de Justica,1970.67,Holt-Winters,1.0722,2046.6667935282449,2271.4802565199143,2186.497886723372,2383.428356922715,Crescente,CRESCIMENTO VOLÁTIL
111315,Ministro do  Superior Tribunal Militar,2071.99,XGBoost,0.5453,2204.448679250432,2394.145442465759,2559.39782239075,2624.7010795182928,Decrescente,CRESCIMENTO FORTE
111320,Ministro do  Superior Tribunal do Trabalho,1662.67,Linear,0.6531,1767.9181365267953,1777.308089648809,1793.7367139192133,1872.5908664235815,Decrescente,NOVA TENDÊNCIA
111325,Juiz de Direito,1997.1,XGBoost,0.9161,2139.8179063151074,2147.481336379585,2234.114014443405,2450.205158878628,Decrescente,VARIAÇÃO INTENSA
111330,Juiz Federal,1682.33,Prophet,0.6708,1750.3844382016134,1898.0532001791091,1881.2071251035068,1930.8779487533184,Crescente,IMPREVISÍVEL
111335,Juiz Auditor Federal - Justica Militar,1640.31,Linear,0.7473,1729.5596212529997,1800.9066902231862,1798.2566354032715,2069.265923580925,Oscilante,QUEDA RECENTE
111340,Juiz Auditor Estadual - Justica Militar,1723.56,Prophet,0.5179,1770.847424611766,1895.0749786123868,1862.0895257609611,2231.134137954679,Oscilante,VARIAÇÃO INTENSA
111345,Juiz do Trabalho,1844.79,Linear,0.8985,1971.3720881955267,2076.1663386424502,2002.8936040606884,2331.4668511269956,Oscilante,MERCADO INCERTO
111405,Dirigente do Servico Publico Federal,1671.36,Holt-Winters,0.8701,1777.036587668486,1875.9106762847969,1838.4528200949007,1941.0729188236735,Crescente,IMPREVISÍVEL
111410,Dirigente do Servico Publico Estadual e Distrital,1641.28,ARIMA,0.6993,1759.5507463693993,1835.3242635983986,1944.8731246201176,1972.9784586000692,Crescente,MERCADO INCERTO
111415,Dirigente do Servico Publico Municipal,1667.86,Fallback,1.0375,1776.4503924024011,1828.8165976532723,2061.1500571450492,2202.024857305062,Oscilante,MERCADO ESTÁVEL
111505,Especialista de Políticas Públicas e Gestão Governamental - Eppgg,2017.9,Linear,1.1591,2127.486443317702,2176.8911807858913,2491.2451568809006,2640.8486262079955,Decrescente,ALTA NOS ÚLTIMOS MESES
111510,Analista de Planejamento e Orçamento - Apo,1782.62,ARIMA,0.5684,1836.6368741066758,2010.269343251921,2031.833440620456,2091.3045467699,Oscilante,CRESCIMENTO LEVE
113005,Cacique,1885.36,Holt-Winters,0.7305,1981.0861078357082,2050.573896114998,2161.8831653263055,2085.4192331488357,Crescente,CRESCIMENTO FORTE
113010,Lider de Comunidade Caicara,1978.71,Holt-Winters,0.6739,2107.16921270543,2124.4033596204945,2279.6712385846645,2223.1191658776597,Oscilante,RETRAÇÃO LEVE
113015,Membro de Lideranca Quilombola,1655.19,XGBoost,1.1842,1772.7962529886443,1787.810420050051,1965.3649666852514,1995.5992571810468,Oscilante,RETRAÇÃO LEVE
114105,Dirigente de Partido Politico,1886.23,Holt-Winters,0.9694,1970.9056464821194,2007.0232708887172,2143.054982092222,2155.266455800334,Crescente,CRESCIMENTO FORTE
114205,Dirigentes de Entidades de Trabalhadores,2049.69,Linear,0.6757,2162.9047939003913,2289.5395531913477,2488.933398617704,2694.8896759224804,Decrescente,MERCADO INCERTO
114210,Dirigentes de Entidades Patronais,1970.11,Holt-Winters,0.5376,2089.988548626551,2272.673188502095,2260.688582355153,2638.1980631330302,Oscilante,CRESCIMENTO VOLÁTIL
114305,Dirigente e Administrador de Organizacao Religiosa,1853.74,XGBoost,0.8679,1903.5875185246784,1995.451714039668,2051.0222794196848,2298.0840864845454,Crescente,VARIAÇÃO INTENSA
114405,Dirigente e Administrador de Organizacao da Sociedade Civil sem Fins Lucrativos,1785.95,Prophet,0.9082,1891.3222319765607,1920.0169130103955,2232.3066504688904,1975.305973102374,Crescente,MERCADO INCERTO
121005,Diretor de Planejamento Estrategico,1931.55,Prophet,0.8517,2002.3196043458559,2180.2502100394386,2257.0681644320525,2369.0964913416333,Crescente,NOVA TENDÊNCIA
121010,Diretor Geral de Empresa e Organizacoes (Exceto de Interesse Publico),1829.12,XGBoost,0.9398,1946.4541981827101,1924.1322948725356,2002.2441224811732,2437.0281791368106,Crescente,QUEDA RECENTE
122105,Diretor de Producao e Operacoes em Empresa Agropecuaria,2072.17,Fallback,0.6,2161.5748717989204,2380.5853113782537,2460.8626180415154,2569.0326806344465,Decrescente,RETRAÇÃO LEVE
122110,Diretor de Producao e Operacoes em Empresa Aquicola,1930.71,Fallback,0.8549,2078.9766614992013,2238.8391261958445,2106.391900482869,2550.2398361883456,Decrescente,CRESCIMENTO LEVE
122115,Diretor de Producao e Operacoes em Empresa Florestal,1813.53,ARIMA,1.1479,1930.1050152094754,1957.362488233882,2209.522066757069,2163.9658684662536,Decrescente,ALTA NOS ÚLTIMOS MESES
122120,Diretor de Producao e Operacoes em Empresa Pesqueira,2071.94,XGBoost,0.7716,2176.1907856762614,2286.370408771997,2269.9376366953556,2433.1481813290766,Decrescente,MERCADO ESTÁVEL
122205,"Diretor de Producao e Operacoes da Industria de Transformacao, Extracao Mineral e Utilidades",1774.6,Holt-Winters,1.1285,1867.07461024861,1890.4311321194398,2192.78577013551,2261.34190074127,Decrescente,CRESCIMENTO LEVE
122305,Diretor de Operacoes de Obras Publica e Civil,1673.12,Linear,0.9303,1747.5859473137825,1846.1674710647874,2091.762715437959,2068.401687826754,Decrescente,VARIAÇÃO INTENSA
122405,Diretor de Operacoes Comerciais (Comercio Atacadista e Varejista),1929.79,XGBoost,0.9792,1983.585460195104,2147.618847508238,2109.2610942279734,2406.7660210039885,Decrescente,CRESCIMENTO LEVE
122505,Diretor de  Producao e Operacoes de Alimentacao,1676.34,ARIMA,0.8676,1768.117120781762,1840.256353948694,2092.954967673994,1862.9749197518734,Crescente,MERCADO ESTÁVEL
122510,Diretor de  Producao e Operacoes de Hotel,1856.85,Linear,0.5555,1968.853930683945,2121.5992462584163,2269.056127807985,2132.463297259325,Oscilante,VARIAÇÃO INTENSA
122515,Diretor de  Producao e Operacoes de Turismo,1938.67,ARIMA,0.7082,2064.95510581568,2169.31267450642,2186.1898721957086,2414.809613411791,Oscilante,IMPREVISÍVEL
122520,Turismologo,1821.88,XGBoost,0.8551,1958.6169278806076,1993.3137783368122,2003.8654816721485,2414.5325028794314,Decrescente,CRESCIMENTO VOLÁTIL
122605,Diretor de Operacoes de Correios,1655.45,Linear,0.5968,1711.7280022892044,1826.0440351117807,1860.7576550559663,2148.5890402077594,Decrescente,CRESCIMENTO LEVE
122610,Diretor de Operacoes de Servicos de Armazenamento,2049.94,Linear,0.9437,2140.615062755258,2315.9027429633315,2389.2500700430646,2391.0216496917296,Decrescente,CRESCIMENTO FORTE
122615,Diretor de Operacoes de Servicos de Telecomunicacoes,2083.57,Fallback,0.9139,2148.3284684520577,2314.9899007603326,2551.1709629368693,2356.7609929556756,Crescente,IMPREVISÍVEL
122620,Diretor de Operacoes de Servicos de Transporte,2011.18,Fallback,0.7308,2103.266849954333,2331.594371901046,2194.109276847489,2342.4261912305283,Decrescente,ALTA NOS ÚLTIMOS MESES
122705,Diretor Comercial em Operacoes de Intermediacao Financeira,1899.19,Linear,0.5304,1950.6753481660871,2109.4919809122443,2060.8151921257763,2318.734953957014,Decrescente,IMPREVISÍVEL
122710,Diretor de Produtos Bancarios,1676.95,Fallback,0.9816,1759.9188838156906,1855.1290852305106,2056.7001208201305,2252.305724028599,Decrescente,MERCADO INCERTO
122715,Diretor de Credito Rural,1797.16,Prophet,0.6357,1861.1678086607333,1902.4583416781172,2099.1911691022515,2319.55468199591,Oscilante,MUDANÇA RÁPIDA
122720,Diretor de Cambio e Comercio Exterior,2021.95,XGBoost,0.6708,2119.008354434158,2190.495184409681,2429.1690343809933,2453.611605604768,Decrescente,CRESCIMENTO VOLÁTIL
122725,Diretor de Compliance,1791.26,Fallback,0.7897,1837.7694071139574,2075.415559682768,2163.329486120466,2296.254328966957,Crescente,VARIAÇÃO INTENSA
122730,Diretor de Credito (Exceto Credito Imobiliario),1916.15,XGBoost,1.1406,1988.4227243987975,2189.896932786081,2263.079019812084,2300.4891078137152,Oscilante,RETRAÇÃO LEVE
122735,Diretor de Credito Imobiliario,1806.52,Fallback,0.6693,1899.0937978062225,2092.24785717858,2162.2276937559304,2164.6671399652073,Oscilante,CRESCIMENTO LEVE
122740,Diretor de Leasing,1690.17,ARIMA,1.0424,1774.3718048883577,1941.9496703933826,1904.7904169730373,2164.679329808661,Crescente,ALTA NOS ÚLTIMOS MESES
122745,Diretor de Mercado de Capitais,1726.4,Prophet,0.9805,1858.7590002571578,1962.326860170902,2144.8004362638308,2257.219827616017,Crescente,RETRAÇÃO LEVE
122750,Diretor de Recuperacao de Creditos em Operacoes de Intermediacao Financeira,1719.76,ARIMA,0.9081,1798.5656381739532,1863.9210467751934,1887.835189344035,2101.947517564512,Oscilante,CRESCIMENTO FORTE
122755,Diretor de Riscos de Mercado,1624.39,Prophet,0.7654,1744.2453277603124,1715.1170328992357,1968.216447868224,2040.4041237108468,Oscilante,VARIAÇÃO INTENSA
123105,Diretor Administrativo,1673.36,Prophet,0.7972,1781.6918802362725,1799.0630949883619,1958.366570793413,2048.838164017607,Oscilante,NOVA TENDÊNCIA
123110,Diretor Administrativo e Financeiro,1755.0,Fallback,0.8955,1817.2084154117701,1899.9767062290625,2129.8568032823123,2127.5015553225076,Decrescente,IMPREVISÍVEL
123115,Diretor Financeiro,1616.5,Prophet,1.0094,1690.0139462295435,1788.331201623202,1966.829293446621,2029.9924497634784,Oscilante,MERCADO INCERTO
123205,Diretor de Recursos Humanos,1813.02,Holt-Winters,1.011,1947.6797532284484,2058.447827403588,2002.4411029288267,2220.113136236726,Decrescente,CRESCIMENTO FORTE
123210,Diretor de Relacoes de Trabalho,1685.35,Holt-Winters,0.6748,1761.3240883294814,1823.7419500828282,1853.705510305171,2229.373295684385,Oscilante,MERCADO INCERTO
123305,Diretor Comercial,1923.89,Fallback,0.9311,2026.6256326952125,2030.5572047616015,2300.7913883265905,2204.159977489347,Oscilante,MUDANÇA RÁPIDA
123310,Diretor de Marketing,1974.2,Linear,0.9838,2058.2382583855197,2170.44554546698,2326.6133081774256,2516.624965635291,Crescente,VARIAÇÃO INTENSA
123405,Diretor de Suprimentos,1754.62,Holt-Winters,0.7751,1826.2617007050974,1923.1049233019116,2106.881231200079,2089.973615966583,Oscilante,RETRAÇÃO LEVE
123410,Diretor de Suprimentos no Servico Publico,1867.58,XGBoost,0.5444,1955.949015867691,2045.0178072239405,2278.9852091792554,2222.7131450918687,Crescente,MERCADO INCERTO
123605,Diretor de Servicos de Informatica,1640.25,XGBoost,0.8999,1738.7097084423285,1868.21640676856,1996.321485075131,1930.8656261075157,Oscilante,ALTA NOS ÚLTIMOS MESES
123705,Diretor de Pesquisa e Desenvolvimento (P&D),1875.88,XGBoost,0.7704,1965.5388207179933,2098.3210730312203,2101.9491023403134,2478.7955980320917,Decrescente,CRESCIMENTO VOLÁTIL
123805,Diretor de Manutencao,1804.34,Holt-Winters,0.8964,1896.1894740178655,1912.6013257096567,2109.9481245411835,2076.0527124270343,Decrescente,CRESCIMENTO LEVE
131105,Diretor de Servicos Culturais,1658.26,ARIMA,0.9782,1701.13456935804,1804.9957880317268,1794.7103962946346,1958.972507631945,Oscilante,CRESCIMENTO VOLÁTIL
131110,Diretor de Servicos Sociais,2038.94,Prophet,0.8302,2143.8405887575445,2198.1878088330177,2452.546984530515,2447.6747531390974,Decrescente,CRESCIMENTO FORTE
131115,Gerente de Servicos Culturais,1747.66,Prophet,0.7323,1842.491285084741,1862.82548578772,2031.0604804692084,2098.0815814329167,Crescente,CRESCIMENTO FORTE
131120,Gerente de Servicos Sociais,2049.76,Holt-Winters,0.722,2139.4249124238167,2156.1019862081976,2376.0037067789035,2505.3526553654006,Crescente,VARIAÇÃO INTENSA
131205,Diretor de Servicos de Saude,2079.85,Fallback,0.7048,2208.620555528176,2237.932627132072,2270.534286892519,2762.0000521183847,Decrescente,IMPREVISÍVEL
131210,Gerente de Servicos de Saude,1822.05,XGBoost,0.5946,1883.040684575234,2005.8703258226758,2131.856355854562,2354.817732921507,Oscilante,IMPREVISÍVEL
131215,Tecnólogo em Gestão Hospitalar,1861.17,Holt-Winters,0.6963,1943.3481576147271,2071.9817487663513,2240.0792711891186,2221.134785815219,Decrescente,ALTA NOS ÚLTIMOS MESES
131220,Gerontólogo,2013.76,Fallback,1.1063,2142.2451528205215,2269.3796920037657,2445.6433206638994,2285.633098415908,Oscilante,IMPREVISÍVEL
131225,Sanitarista,1623.56,Holt-Winters,1.1147,1692.796491545521,1767.9878573973447,1861.643971412967,2104.3382015978386,Crescente,ALTA NOS ÚLTIMOS MESES
131305,Diretor de Instituicao Educacional da Area Privada,1682.16,XGBoost,1.1254,1791.703871351871,1909.7597641027523,1906.2553198480443,2131.501331601358,Oscilante,RETRAÇÃO LEVE
131310,Diretor de Instituicao Educacional Publica,1951.44,ARIMA,0.517,2050.0708311465755,2101.830913368152,2194.4117705310264,2227.561825773926,Oscilante,IMPREVISÍVEL
131315,Gerente de Instituicao Educacional da Area Privada,1730.12,Fallback,0.8418,1796.211751366166,1924.5678103444725,1913.6701209009382,1933.8698203910994,Decrescente,CRESCIMENTO LEVE
131320,Gerente de Servicos Educacionais da Area Publica,1917.06,XGBoost,0.7209,1984.3584336973054,2212.803162014099,2370.783672302297,2302.2860126308906,Decrescente,NOVA TENDÊNCIA
141105,Gerente de Producao e Operacoes  Aquicolas,1701.19,Fallback,0.8272,1767.3149762125583,1829.141662536303,1833.8391276061288,2212.987684160576,Oscilante,MERCADO INCERTO
141110,Gerente de Producao e Operacoes  Florestais,1788.58,Holt-Winters,0.6642,1892.420354933114,1883.713013528251,1929.5813672887762,2195.1805421334484,Oscilante,QUEDA RECENTE
141115,Gerente de Producao e Operacoes Agropecuarias,1695.52,Fallback,1.0778,1766.5567368934862,1786.0115272470846,1893.308191119933,2253.746753440362,Decrescente,CRESCIMENTO LEVE
141120,Gerente de Producao e Operacoes Pesqueiras,1641.98,Prophet,1.1331,1707.857425185839,1783.7059520499497,1831.272580933974,2134.408840011106,Crescente,IMPREVISÍVEL
141205,Gerente de Producao e Operacoes,2068.16,Holt-Winters,0.912,2128.1755147208955,2236.614832857551,2349.9074331877946,2673.5190047117935,Crescente,MUDANÇA RÁPIDA
141305,Gerente de Producao e Operacoes da Construcao Civil e Obras Publicas,1925.57,Holt-Winters,0.6946,2037.3419758110115,2069.0150392540395,2292.844791971119,2259.8363548091565,Crescente,ALTA NOS ÚLTIMOS MESES
141405,Comerciante Atacadista,1828.09,XGBoost,0.7046,1938.94390801014,2072.0865367024066,2135.1139702508544,2201.829807681125,Decrescente,CRESCIMENTO VOLÁTIL
141410,Comerciante Varejista,1653.86,Prophet,0.6534,1776.4554651863903,1749.451345662244,1897.7243370034078,1847.9787099649557,Oscilante,NOVA TENDÊNCIA
141415,Gerente de Loja e Supermercado,1693.43,ARIMA,1.1462,1801.2932711552803,1781.3492057979179,2107.9671258427707,2068.177230250439,Crescente,MUDANÇA RÁPIDA
141420,Gerente de Operacoes de Servicos de Assistencia Tecnica,1614.97,Holt-Winters,0.9354,1738.87198500267,1784.8989906686352,1853.942130346277,1955.9468292756162,Oscilante,IMPREVISÍVEL
141505,Gerente de Hotel,1886.31,XGBoost,0.697,2012.682076846613,2101.7019978016356,2035.0457039967835,2303.003569345877,Decrescente,MERCADO ESTÁVEL
141510,Gerente de Restaurante,1778.84,Holt-Winters,1.0702,1858.4690595086684,1994.2779579330033,2025.4291974288337,2313.7887640770837,Decrescente,NOVA TENDÊNCIA
141515,Gerente de Bar,1867.95,XGBoost,1.1077,1982.53479841441,2126.48115543437,2160.0520760800423,2223.8101074978395,Crescente,RETRAÇÃO LEVE
141520,Gerente de Pensao,1886.09,Prophet,0.5733,1973.0888943178732,2098.500959658516,2058.230114547939,2401.6566724709573,Decrescente,CRESCIMENTO LEVE
141525,Gerente de Turismo,1930.1,XGBoost,0.8462,2004.6140728431421,2190.0546115430893,2218.9523233046266,2346.5735966635884,Decrescente,RETRAÇÃO LEVE
141605,Gerente de Operacoes de Transportes,1936.77,ARIMA,0.9876,1994.0765067711097,2091.3660507057302,2191.8567942280147,2365.551271755712,Decrescente,IMPREVISÍVEL
141610,Gerente de Operacoes de Correios e Telecomunicacoes,1987.45,ARIMA,0.6048,2112.7370209569335,2294.8242592362412,2358.8378429004765,2234.0907451853204,Crescente,ALTA NOS ÚLTIMOS MESES
141615,Gerente de Logistica (Armazenagem e Distribuicao),1800.5,Prophet,0.6148,1876.7568844383777,2073.5989068166627,2229.6859498836816,2165.845893587357,Crescente,MUDANÇA RÁPIDA
141705,Gerente de Produtos Bancarios,1942.9,Fallback,0.9173,2001.763182549143,2209.3426713693916,2380.5219710438073,2241.908822769228,Decrescente,MERCADO INCERTO
141710,Gerente de Agencia,1718.96,Fallback,0.7361,1770.8685935393573,1968.57107394397,1968.0370248426086,2280.3469022580707,Oscilante,CRESCIMENTO LEVE
141715,Gerente de Cambio e Comercio Exterior,1763.16,Holt-Winters,1.079,1845.2306010454424,1944.67393002982,2085.6079040563495,2160.2428473759687,Decrescente,MERCADO INCERTO
141720,Gerente de Credito e Cobranca,2030.52,Holt-Winters,1.1815,2130.0470780315986,2215.721259824881,2386.122874948718,2365.6365453341546,Decrescente,MUDANÇA RÁPIDA
141725,Gerente de Credito Imobiliario,2068.06,Fallback,0.7774,2141.6878612544933,2338.3656551203435,2520.1755975335614,2386.071744107047,Oscilante,CRESCIMENTO LEVE
141730,Gerente de Credito Rural,1829.88,Holt-Winters,0.9966,1916.1926255933008,1962.955389857237,2197.479089332319,2210.4797890782465,Oscilante,CRESCIMENTO VOLÁTIL
141735,Gerente de Recuperacao de Credito,1742.38,Fallback,0.9244,1864.794491793549,1967.0966247277013,2130.6618355412375,2000.9280815749212,Oscilante,NOVA TENDÊNCIA
142105,Gerente Administrativo,2050.38,Prophet,0.7141,2127.1477404070374,2230.5141722150674,2512.5681166362583,2655.3680358399783,Crescente,MERCADO ESTÁVEL
142110,Gerente de Riscos,1713.62,Linear,0.5452,1760.3612344468643,1947.8619881596385,2006.101944316632,2033.7990751033212,Oscilante,RETRAÇÃO LEVE
142115,Gerente Financeiro,2061.69,Fallback,0.9354,2172.5469430326084,2167.457932771249,2566.5254517018907,2716.0220753354743,Crescente,CRESCIMENTO LEVE
142120,Tecnólogo em Gestão Administrativo- Financeira,1693.02,ARIMA,0.9778,1769.49651673493,1951.8151418517612,1954.6120231951143,2183.377757278648,Oscilante,ALTA NOS ÚLTIMOS MESES
142205,Gerente de Recursos Humanos,1882.5,Prophet,0.8813,2016.8984049265753,2057.8664393006334,2330.7971680247088,2485.782117727218,Crescente,IMPREVISÍVEL
142210,Gerente de Departamento Pessoal,1745.44,ARIMA,1.0833,1824.6976231404785,1916.5436528033688,2048.8888271092187,2247.7537089489615,Oscilante,CRESCIMENTO FORTE
142305,Gerente Comercial,1991.9,XGBoost,0.9623,2076.423935843824,2243.2478549159514,2325.5044219957213,2394.736608291881,Oscilante,CRESCIMENTO VOLÁTIL
142310,Gerente de Comunicacao,1644.46,Fallback,0.5972,1745.6286498210538,1785.399153140255,1831.3403925438859,1891.9787803808274,Decrescente,MUDANÇA RÁPIDA
142315,Gerente de Marketing,1998.72,XGBoost,0.9733,2063.6044570747554,2186.0593086033355,2159.3865073368534,2544.3185123634357,Oscilante,MERCADO ESTÁVEL
142320,Gerente de Vendas,2098.81,ARIMA,1.0825,2166.703348858802,2212.613128090076,2444.7711269506394,2360.279066269442,Crescente,CRESCIMENTO LEVE
142325,Relacoes Publicas (A),1739.27,XGBoost,1.1232,1863.7340533710128,1978.547689545604,2013.4580279461575,2268.642242282226,Crescente,QUEDA RECENTE
142330,Analista de Negocios (A),1873.41,Linear,0.5758,2015.209986374543,2120.016665132639,2265.520975707322,2194.6714410602485,Oscilante,VARIAÇÃO INTENSA
